,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
55,Cuellar,Henry,,,,Henry Cuellar,1955-09-19,M,rep,TX,28.0,,Democrat,https://cuellar.house.gov,2372 Rayburn House Office Building Washington DC 20515-4328,202-225-1640,,http://cuellar.house.gov/news/rss.aspx,RepCuellar,210926192.0,152569121550,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,,C001063,1807.0,N00024978,,H2TX23082,1013062.0,400657,5486.0,Henry Cuellar,,20533.0,Henry Cuellar
56,Davis,Danny,K.,,,Danny K. Davis,1941-09-06,M,rep,IL,7.0,,Democrat,https://davis.house.gov,2159 Rayburn House Office Building Washington DC 20515-1307,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,789244177.0,CongressmanDKDavis,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,,D000096,1477.0,N00004884,,H4IL07037,44325.0,400093,233.0,Danny K. Davis,,29717.0,Danny Davis (Illinois politician)
57,DeGette,Diana,L.,,,Diana DeGette,1957-07-29,F,rep,CO,1.0,,Democrat,https://degette.house.gov,2111 Rayburn House Office Building Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,28599820.0,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,,D000197,1479.0,N00006134,,H6CO01141,90293.0,400101,561.0,Diana DeGette,,29710.0,Diana DeGette
58,DeLauro,Rosa,L.,,,Rosa L. DeLauro,1943-03-02,F,rep,CT,3.0,,Democrat,https://delauro.house.gov,2413 Rayburn House Office Building Washington DC 20515-0703,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,RosaDeLauro,140519774.0,CongresswomanRosaDeLauro,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,,D000216,281.0,N00000615,,H0CT03072,19040.0,400103,26788.0,Rosa DeLauro,,29109.0,Rosa DeLauro
59,DesJarlais,Scott,,,,Scott DesJarlais,1964-02-21,M,rep,TN,4.0,,Republican,https://desjarlais.house.gov,2304 Rayburn House Office Building Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,235312723.0,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,,D000616,2062.0,N00030957,,H0TN04195,623517.0,412477,123473.0,Scott DesJarlais,,21179.0,Scott DesJarlais
60,Diaz-Balart,Mario,,,,Mario Diaz-Balart,1961-09-25,M,rep,FL,26.0,,Republican,https://mariodiazbalart.house.gov,374 Cannon House Office Building Washington DC 20515-0926,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,MarioDB,37094727.0,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,,D000600,1717.0,N00025337,,H2FL25018,1003562.0,400108,24312.0,Mario Diaz-Balart,,20316.0,Mario Díaz-Balart
61,Doggett,Lloyd,A.,,,Lloyd Doggett,1946-10-06,M,rep,TX,37.0,,Democrat,https://doggett.house.gov,2307 Rayburn House Office Building Washington DC 20515-0001,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,153944899.0,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,,D000399,303.0,N00006023,,H4TX10028,36810.0,400111,21689.0,Lloyd Doggett,,29571.0,Lloyd Doggett
62,Duncan,Jeff,,,,Jeff Duncan,1966-01-07,M,rep,SC,3.0,,Republican,https://jeffduncan.house.gov,2229 Rayburn House Office Building Washington DC 20515-4003,202-225-5301,,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,240393970.0,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,,D000615,2057.0,N00030752,,H0SC03077,62713.0,412472,47967.0,Jeff Duncan,,21174.0,Jeff Duncan (politician)
63,Eshoo,Anna,G.,,,Anna G. Eshoo,1942-12-13,F,rep,CA,16.0,,Democrat,https://eshoo.house.gov,272 Cannon House Office Building Washington DC 20515-0516,202-225-8104,,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,RepAnnaEshoo,249348006.0,RepAnnaEshoo,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,,E000215,355.0,N00007335,,H8CA12098,26130.0,400124,26741.0,Anna Eshoo,,29312.0,Anna Eshoo
64,Fleischmann,Charles,J.,,Chuck,"Charles J. ""Chuck"" Fleischmann",1962-10-11,M,rep,TN,3.0,,Republican,https://fleischmann.house.gov,2187 Rayburn House Office Building Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,RepChuck,235190657.0,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,,F000459,2061.0,N00030815,,H0TN03254,95146.0,412476,123456.0,Charles Fleischmann,,21178.0,Chuck Fleischmann
65,Foxx,Virginia,,,,Virginia Foxx,1943-06-29,F,rep,NC,5.0,,Republican,https://foxx.house.gov,2462 Rayburn House Office Building Washington DC 20515-3305,202-225-2071,,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,16256269.0,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,,F000450,1791.0,N00026166,,H4NC05146,1013052.0,400643,6051.0,Virginia Foxx,,20521.0,Virginia Foxx
66,Garamendi,John,,,,John Garamendi,1945-01-24,M,rep,CA,8.0,,Democrat,https://garamendi.house.gov,2004 Rayburn House Office Building Washington DC 20515-0508,202-225-1880,,http://garamendi.house.gov/rss.xml,RepGaramendi,88806753.0,repgaramendi,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,,G000559,1973.0,N00030856,,H0CA10149,18413.0,412382,29664.0,John Garamendi,,20958.0,John Garamendi
67,Gosar,Paul,A.,,,Paul A. Gosar,1958-11-22,M,rep,AZ,9.0,,Republican,https://gosar.house.gov,2057 Rayburn House Office Building Washington DC 20515-0309,202-225-2315,,http://gosar.house.gov/rss.xml,RepGosar,240760644.0,repgosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,,G000565,1992.0,N00030771,,H0AZ01259,62470.0,412397,123491.0,Paul Gosar,,21103.0,Paul Gosar
68,Granger,Kay,,,,Kay Granger,1943-01-18,F,rep,TX,12.0,,Republican,https://kaygranger.house.gov,2308 Rayburn House Office Building Washington DC 20515-4312,202-225-5071,,http://kaygranger.house.gov/rss.xml,RepKayGranger,161743731.0,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,,G000377,1487.0,N00008799,,H6TX12060,45709.0,400157,334.0,Kay Granger,,29762.0,Kay Granger
69,Grassley,Charles,E.,,Chuck,Chuck Grassley,1933-09-17,M,sen,IA,,3.0,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,https://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,10615232.0,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,,G000386,457.0,N00001758,S153,S0IA00028,1167.0,300048,53293.0,Chuck Grassley,,14226.0,Chuck Grassley
70,Graves,Sam,B.,,,Sam Graves,1963-11-07,M,rep,MO,6.0,,Republican,https://graves.house.gov,1135 Longworth House Office Building Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,29766367.0,118514606128,,UCdg2ybvoHsSW6t7iJnKHlNg,,G000546,1656.0,N00013323,,H0MO06073,89873.0,400158,9425.0,Sam Graves,,20124.0,Sam Graves
71,Green,Al,,,,Al Green,1947-09-01,M,rep,TX,9.0,,Democrat,https://algreen.house.gov,2347 Rayburn House Office Building Washington DC 20515-4309,202-225-7508,,http://algreen.house.gov/rss.xml,RepAlGreen,156333623.0,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,,G000553,1803.0,N00026686,,H4TX09095,1012969.0,400653,49680.0,Al Green,,20529.0,Al Green (politician)
72,Griffith,H.,Morgan,,,H. Morgan Griffith,1958-03-15,M,rep,VA,9.0,,Republican,https://morgangriffith.house.gov,2202 Rayburn House Office Building Washington DC 20515-4609,202-225-3861,,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,234057152.0,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,,G000568,2070.0,N00032029,,H0VA09055,62766.0,412485,5148.0,Morgan Griffith,,21191.0,Morgan Griffith
73,Grijalva,Raúl,M.,,,Raúl M. Grijalva,1948-02-19,M,rep,AZ,7.0,,Democrat,https://grijalva.house.gov,1203 Longworth House Office Building Washington DC 20515-0307,202-225-2435,,http://grijalva.house.gov/common/rss/?rss=13,RepRaulGrijalva,28602948.0,Rep.Grijalva,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,@RepRaulGrijalva@mastodon.social,G000551,1708.0,N00025284,,H2AZ07070,1003551.0,400162,28253.0,Raul Grijalva,,20305.0,Raúl Grijalva
74,Guthrie,Brett,,,,Brett Guthrie,1964-02-18,M,rep,KY,2.0,,Republican,https://guthrie.house.gov,2434 Rayburn House Office Building Washington DC 20515-1702,202-225-3501,,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,1908143071.0,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,,G000558,1922.0,N00029675,,H8KY02031,1031343.0,412278,18829.0,Brett Guthrie,,20916.0,Brett Guthrie
75,Harris,Andy,,,,Andy Harris,1957-01-25,M,rep,MD,1.0,,Republican,https://harris.house.gov,1536 Longworth House Office Building Washington DC 20515-2001,202-225-5311,,http://harris.house.gov/rss.xml,RepAndyHarrisMD,960962340.0,AndyHarrisMD,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,,H001052,2026.0,N00029147,,H8MD01094,1033464.0,412434,19157.0,Andrew Harris,,21139.0,Andy Harris (politician)
76,Heinrich,Martin,,,,Martin Heinrich,1971-10-17,M,sen,NM,,1.0,Democrat,https://www.heinrich.senate.gov,709 Hart Senate Office Building Washington DC 20510,202-224-5521,https://www.heinrich.senate.gov/contact,,MartinHeinrich,1099199839.0,MartinHeinrich,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,,H001046,1937.0,N00029835,S359,"H8NM01224,S2NM00088",1030686.0,412281,74517.0,Martin Heinrich,,20930.0,Martin Heinrich
77,Higgins,Brian,M.,,,Brian Higgins,1959-10-06,M,rep,NY,26.0,,Democrat,https://higgins.house.gov,2269 Rayburn House Office Building Washington DC 20515-3226,202-225-3306,,http://higgins.house.gov/rss.xml,RepBrianHiggins,33576489.0,RepBrianHiggins,CongressmanHiggins,UCSGbv85HaaYYOrPGePtxwag,,H001038,1794.0,N00027060,,H4NY27076,1013050.0,400641,23127.0,Brian Higgins,,20519.0,Brian Higgins
78,Himes,James,A.,,Jim,James A. Himes,1966-07-05,M,rep,CT,4.0,,Democrat,https://himes.house.gov,2137 Rayburn House Office Building Washington DC 20515-0704,202-225-5541,,http://himes.house.gov/rss.xml,,,CongressmanJimHimes,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,@RepJimHimes@mastodon.social,H001047,1913.0,N00029070,,H8CT04172,1031341.0,412282,106744.0,Jim Himes,,20907.0,Jim Himes
79,Hirono,Mazie,K.,,,Mazie K. Hirono,1947-11-03,F,sen,HI,,1.0,Democrat,https://www.hirono.senate.gov,109 Hart Senate Office Building Washington DC 20510,202-224-6361,https://www.hirono.senate.gov/contact,http://www.hirono.senate.gov/rss/feeds/?type=all,MazieHirono,92186819.0,senatorhirono,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,,H001042,1844.0,N00028139,S361,"H6HI02251,S2HI00106",91216.0,412200,1677.0,Mazie K. Hirono,,20713.0,Mazie Hirono
80,Hoeven,John,,,,John Hoeven,1957-03-13,M,sen,ND,,3.0,Republican,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,https://www.hoeven.senate.gov/public/index.cfm/email-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenJohnHoeven,382791093.0,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,,H001061,2079.0,N00031688,S344,S0ND00093,85233.0,412494,41788.0,John Hoeven,,41107.0,John Hoeven
81,Hoyer,Steny,H.,,,Steny H. Hoyer,1939-06-14,M,rep,MD,5.0,,Democrat,https://hoyer.house.gov,1705 Longworth House Office Building Washington DC 20515-2005,202-225-4131,,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,RepStenyHoyer,22012091.0,WhipHoyer,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,,H000874,566.0,N00001821,,H2MD05155,1919.0,400189,26890.0,Steny Hoyer,,14873.0,Steny Hoyer
82,Huizenga,Bill,,,,Bill Huizenga,1969-01-31,M,rep,MI,4.0,,Republican,https://huizenga.house.gov,2232 Rayburn House Office Building Washington DC 20515-2204,202-225-4401,,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,233949261.0,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,,H001058,2028.0,N00030673,,H0MI02094,1033765.0,412437,38351.0,Bill Huizenga,,21142.0,Bill Huizenga
83,Jackson Lee,Sheila,,,,Sheila Jackson Lee,1950-01-12,F,rep,TX,18.0,,Democrat,https://jacksonlee.house.gov,2314 Rayburn House Office Building Washington DC 20515-4318,202-225-3816,,http://jacksonlee.house.gov/news/rss.aspx,JacksonLeeTX18,80612021.0,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,,J000032,588.0,N00005818,,H4TX18054,36819.0,400199,21692.0,Sheila Jackson Lee,,29573.0,Sheila Jackson Lee
84,Johnson,Bill,,,,Bill Johnson,1954-11-10,M,rep,OH,6.0,,Republican,https://billjohnson.house.gov,2082 Rayburn House Office Building Washington DC 20515-3506,202-225-5705,,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,211530910.0,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,,J000292,2046.0,N00032088,,H0OH06189,623472.0,412460,120649.0,Bill Johnson (Ohio),,21162.0,Bill Johnson (Ohio politician)
85,Johnson,Henry,C.,Jr.,Hank,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,GA,4.0,,Democrat,https://hankjohnson.house.gov,2240 Rayburn House Office Building Washington DC 20515-1004,202-225-1605,,http://hankjohnson.house.gov/rss.xml,RepHankJohnson,24745957.0,115356957005,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,,J000288,1843.0,N00027848,,H6GA04129,1020576.0,412199,68070.0,"Henry C. Johnson, Jr.",,20712.0,Hank Johnson
86,Johnson,Ron,,,,Ron Johnson,1955-04-08,M,sen,WI,,3.0,Republican,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,SenRonJohnson,233737858.0,senronjohnson,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,,J000293,2086.0,N00032546,S345,S0WI00197,62835.0,412496,126217.0,Ron Johnson (Wisconsin),,41111.0,Ron Johnson
87,Jordan,Jim,,,,Jim Jordan,1964-02-17,M,rep,OH,4.0,,Republican,https://jordan.house.gov,2056 Rayburn House Office Building Washington DC 20515-3504,202-225-2676,,http://jordan.house.gov/news/rss.aspx,Jim_Jordan,18166778.0,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,,J000289,1868.0,N00027894,,H6OH04082,1022879.0,412226,8158.0,Jim Jordan,,20738.0,Jim Jordan (American politician)
88,Kaptur,Marcy,,,,Marcy Kaptur,1946-06-17,F,rep,OH,9.0,,Democrat,https://kaptur.house.gov,2186 Rayburn House Office Building Washington DC 20515-3509,202-225-4146,,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,RepMarcyKaptur,581141508.0,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,,K000009,616.0,N00003522,,H2OH09031,1458.0,400211,27016.0,Marcy Kaptur,,15029.0,Marcy Kaptur
89,Keating,William,R.,,,William R. Keating,1952-09-06,M,rep,MA,9.0,,Democrat,https://keating.house.gov,2351 Rayburn House Office Building Washington DC 20515-2109,202-225-3111,,http://keating.house.gov/index.php?format=feed&amp;type=rss,USRepKeating,232992031.0,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,,K000375,2025.0,N00031933,,H0MA10082,61856.0,412435,4743.0,Bill Keating,,21140.0,Bill Keating (politician)
90,Kelly,Mike,,,,Mike Kelly,1948-05-10,M,rep,PA,16.0,,Republican,https://kelly.house.gov,1707 Longworth House Office Building Washington DC 20515-3816,202-225-5406,,http://kelly.house.gov/rss.xml,MikeKellyPA,935368364.0,191056827594903,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,,K000376,2051.0,N00031647,,H0PA03271,62696.0,412465,119463.0,Mike Kelly,,21167.0,Mike Kelly (Pennsylvania politician)
91,Lamborn,Doug,,,,Doug Lamborn,1954-05-24,M,rep,CO,5.0,,Republican,https://lamborn.house.gov,2371 Rayburn House Office Building Washington DC 20515-0605,202-225-4422,,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,RepDLamborn,584012853.0,CongressmanDougLamborn,CongressmanLamborn,UCaYsGYMniq4nwBBMKFIwsow,,L000564,1834.0,N00028133,,H6CO05159,1022846.0,412191,2698.0,Doug Lamborn,,20704.0,Doug Lamborn
92,Lankford,James,,,,James Lankford,1968-03-04,M,sen,OK,,3.0,Republican,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,https://www.lankford.senate.gov/contact/email,,SenatorLankford,225921757.0,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,,L000575,2050.0,N00031129,S378,"H0OK05114,S4OK00232",1033847.0,412464,124938.0,James Lankford,,21166.0,James Lankford
93,Larsen,Rick,,,,Rick Larsen,1965-06-15,M,rep,WA,2.0,,Democrat,https://larsen.house.gov,2163 Rayburn House Office Building Washington DC 20515-4702,202-225-2605,,http://larsen.house.gov/rss.xml,RepRickLarsen,404132211.0,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,,L000560,1675.0,N00009759,,H0WA02080,86610.0,400232,56231.0,Rick Larsen,,20145.0,Rick Larsen
94,Larson,John,B.,,,John B. Larson,1948-07-22,M,rep,CT,1.0,,Democrat,https://larson.house.gov,1501 Longworth House Office Building Washington DC 20515-0701,202-225-2265,,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,50452197.0,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,,L000557,1583.0,N00000575,,H8CT01046,36596.0,400233,17188.0,John B. Larson,,29908.0,John B. Larson
95,Latta,Robert,E.,,,Robert E. Latta,1956-04-18,M,rep,OH,5.0,,Republican,https://latta.house.gov,2467 Rayburn House Office Building Washington DC 20515-3505,202-225-6405,,http://latta.house.gov/news/rss.aspx,BobLatta,15394954.0,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,,L000566,1885.0,N00012233,,H8OH05036,1028071.0,412256,9926.0,Robert E. Latta,,20755.0,Bob Latta
96,Lee,Barbara,,,,Barbara Lee,1946-07-16,F,rep,CA,12.0,,Democrat,https://lee.house.gov,2470 Rayburn House Office Building Washington DC 20515-0512,202-225-2661,,http://lee.house.gov/rss.xml,RepBarbaraLee,248735463.0,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,,L000551,1501.0,N00008046,,H8CA09060,54579.0,400237,8315.0,Barbara Lee (California),,29778.0,Barbara Lee
97,Lee,Mike,,,,Mike Lee,1971-06-04,M,sen,UT,,3.0,Republican,https://www.lee.senate.gov,363 Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,SenMikeLee,88784440.0,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,,L000577,2080.0,N00031696,S346,S0UT00165,9267977.0,412495,66395.0,Mike Lee,,41110.0,Mike Lee
98,Lofgren,Zoe,,,,Zoe Lofgren,1947-12-21,F,rep,CA,18.0,,Democrat,https://lofgren.house.gov,1401 Longworth House Office Building Washington DC 20515-0518,202-225-3072,,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,RepZoeLofgren,267938462.0,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,,L000397,701.0,N00007479,,H4CA16049,36520.0,400245,21899.0,Zoe Lofgren,,29504.0,Zoe Lofgren
99,Lucas,Frank,D.,,,Frank D. Lucas,1960-01-06,M,rep,OK,3.0,,Republican,https://lucas.house.gov,2405 Rayburn House Office Building Washington DC 20515-3603,202-225-5565,,http://lucas.house.gov/rss.xml,RepFrankLucas,242772524.0,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,,L000491,711.0,N00005559,,H4OK06056,35692.0,400247,27032.0,Frank D. Lucas,,29393.0,Frank Lucas (Oklahoma politician)
100,Luetkemeyer,Blaine,,,,Blaine Luetkemeyer,1952-05-07,M,rep,MO,3.0,,Republican,https://luetkemeyer.house.gov,2230 Rayburn House Office Building Washington DC 20515-2503,202-225-2956,,http://luetkemeyer.house.gov/news/rss.aspx,RepBlaine,1849261916.0,BlaineLuetkemeyer,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,,L000569,1931.0,N00030026,,H8MO09153,1031348.0,412292,20400.0,Blaine Luetkemeyer,,20926.0,Blaine Luetkemeyer
101,Luján,Ben,Ray,,,Ben Ray Luján,1972-06-07,M,sen,NM,,2.0,Democrat,https://www.lujan.senate.gov,498 Russell Senate Office Building Washington DC 20510,202-224-6621,https://www.lujan.senate.gov/contact/,,SenatorLujan,19318314.0,,,,,L000570,1939.0,N00029562,S409,"H8NM03196,S0NM00058",1031351.0,412293,102842.0,Ben Ray Luján,,20932.0,Ben Ray Luján
102,Lynch,Stephen,F.,,,Stephen F. Lynch,1955-03-31,M,rep,MA,8.0,,Democrat,https://lynch.house.gov,2109 Rayburn House Office Building Washington DC 20515-2108,202-225-8273,,http://lynch.house.gov/rss.xml,RepStephenLynch,310310133.0,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,,L000562,1686.0,N00013855,,"H2MA09072,S0MA00083",1000222.0,400249,4844.0,Stephen Lynch,,20119.0,Stephen Lynch (politician)
103,Markey,Edward,J.,,Ed,Edward J. Markey,1946-07-11,M,sen,MA,,2.0,Democrat,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,21406834.0,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,,M000133,735.0,N00000270,S369,"H6MA07101,S4MA00028",260.0,400253,26900.0,Ed Markey,,14435.0,Ed Markey
104,Matsui,Doris,O.,,,Doris O. Matsui,1944-09-25,F,rep,CA,7.0,,Democrat,https://matsui.house.gov,2311 Rayburn House Office Building Washington DC 20515-0507,202-225-7163,,http://matsui.house.gov/index.php?format=feed&amp;type=rss,DorisMatsui,38254095.0,doris.matsui,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,,M001163,1814.0,N00027459,,H6CA05195,26602.0,400663,28593.0,Doris Matsui,,20538.0,Doris Matsui
105,McCarthy,Kevin,,,,Kevin McCarthy,1965-01-26,M,rep,CA,20.0,,Republican,https://kevinmccarthy.house.gov,2468 Rayburn House Office Building Washington DC 20515-0520,202-225-2915,,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,GOPLeader,19739126.0,CongressmanKevinMcCarthy,repkevinmccarthy,UCdJUZUFSLJRlUpE-91-6DsA,,M001165,1833.0,N00028152,,H6CA22125,85231.0,412190,28918.0,Kevin McCarthy (California),,20703.0,Kevin McCarthy
106,McCaul,Michael,T.,,,Michael T. McCaul,1962-01-14,M,rep,TX,10.0,,Republican,https://mccaul.house.gov,2300 Rayburn House Office Building Washington DC 20515-4310,202-225-2401,,,RepMcCaul,26424123.0,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,,M001157,1804.0,N00026460,,H4TX10093,1013056.0,400654,49210.0,Michael McCaul,,20530.0,Michael McCaul
107,McClintock,Tom,,,,Tom McClintock,1956-07-10,M,rep,CA,5.0,,Republican,https://mcclintock.house.gov,2256 Rayburn House Office Building Washington DC 20515-0505,202-225-2511,,http://mcclintock.house.gov/atom.xml,RepMcClintock,50152441.0,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,,M001177,1908.0,N00006863,,"H8CA04152,H6CA21135",30359.0,412295,9715.0,Tom McClintock,,20903.0,Tom McClintock
